city_id,city,pop,age,household,individual,house,rent,COLI
306,"Gastonia, North Carolina",76593,39.7,46688,25428,149600,831,91.0
307,"Goldsboro, North Carolina",35197,34.0,35549,22349,122927,745,87.1
308,"Greensboro, North Carolina",290222,36.4,47043,28556,157000,826,91.1
309,"Greenville, North Carolina",92156,27.7,39423,24691,156700,818,89.4
310,"Hickory, North Carolina",40611,38.1,48825,31025,167561,713,86.5
311,"High Point, North Carolina",111513,36.9,49860,25451,144600,840,90.7
312,"Huntersville, North Carolina",56212,37.6,99645,44240,310105,1278,93.0
313,"Jacksonville, North Carolina",72447,22.4,43839,22440,149000,1011,89.5
314,"Kannapolis, North Carolina",48806,36.0,50270,26960,150318,867,91.3
315,"Monroe, North Carolina",35065,34.3,50220,21344,159005,850,91.0
316,"Mooresville, North Carolina",37820,34.2,66892,31249,221126,1000,83.1
317,"Raleigh, North Carolina",464758,33.4,64660,35484,239700,1082,94.6
318,"Rocky Mount, North Carolina",54523,37.7,38504,21405,112015,846,86.2
319,"Salisbury, North Carolina",33849,39.1,38657,23015,123919,714,80.8
320,"Wake Forest, North Carolina",42269,36.1,89485,35881,306716,1100,94.1
321,"Wilmington, North Carolina",119045,36.7,46079,33332,249400,902,94.5
322,"Wilson, North Carolina",49348,38.1,44805,23036,139437,783,81.1
323,"Winston-Salem, North Carolina",244605,36.1,44146,27961,146300,774,88.3
324,"Bismarck, North Dakota",72865,37.3,62755,33955,247400,852,83.0
325,"Fargo, North Dakota",122359,30.7,59542,31819,213300,785,99.6
326,"Grand Forks, North Dakota",57056,29.2,45384,31134,212164,741,99.3
327,"Minot, North Dakota",47822,32.8,61950,34748,208549,810,80.9
328,"Bowling Green, Ohio",31820,23.1,41574,22151,189692,675,93.4
329,"Cleveland Heights, Ohio",44562,35.8,55818,36612,131700,928,95.5
330,"Cuyahoga Falls, Ohio",49247,39.5,55365,31624,140843,834,96.5
331,"Grove City, Ohio",41022,39.2,72158,30951,181860,972,95.0
332,"Huber Heights, Ohio",37986,36.8,58359,27384,115013,889,94.4
333,"North Olmsted, Ohio",31734,44.9,62759,34520,166987,924,95.9
334,"North Royalton, Ohio",30294,42.8,68559,37756,203232,874,95.8
335,"Upper Arlington, Ohio",35337,42.3,99949,58314,321519,1145,97.2
336,"Broken Arrow, Oklahoma",108303,36.8,68811,31975,168200,1028,87.2
337,"Oklahoma City, Oklahoma",643648,34.2,52062,28507,158200,841,85.4
338,"Grants Pass, Oregon",37579,38.3,42067,23436,235993,886,91.3
339,"Oregon City, Oregon",36360,38.2,75912,32993,348350,1179,102.6
340,"Bethel Park, Pennsylvania",32404,46.3,82274,42695,212143,954,95.2
341,"State College, Pennsylvania",42430,22.5,32744,19853,313414,957,104.4
342,"Cranston, Rhode Island",81202,38.6,71263,32535,245600,1039,92.6
343,"East Providence, Rhode Island",47600,42.7,59021,32025,223813,914,92.3
344,"Pawtucket, Rhode Island",72001,35.1,45380,25366,189300,877,92.2
345,"Providence, Rhode Island",180393,32.0,44517,26730,203300,938,94.1
346,"Warwick, Rhode Island",80871,43.2,73966,36904,218400,1066,91.8
347,"Woonsocket, Rhode Island",41759,37.8,41363,23756,170550,836,91.5
348,"Charleston, South Carolina",134875,34.7,63364,41299,344600,1236,95.1
349,"Columbia, South Carolina",133114,28.1,42646,29029,192500,878,88.0
350,"Florence, South Carolina",37778,39.2,46594,28519,159095,736,82.0
351,"Goose Creek, South Carolina",42619,32.2,64714,28985,195241,1184,92.1
352,"Greenville, South Carolina",68219,35.9,52900,42207,282900,904,88.7
353,"Hilton Head Island, South Carolina",40055,57.1,70466,50149,488717,1138,92.9
354,"Mount Pleasant, South Carolina",86668,43.5,91259,53021,449000,1660,96.6
355,"North Charleston, South Carolina",110861,34.5,39265,24575,179600,983,92.6
356,"Rock Hill, South Carolina",73068,33.9,52663,28939,159300,913,91.0
357,"Spartanburg, South Carolina",37498,35.2,40047,25808,126476,789,83.5
358,"Summerville, South Carolina",50388,36.4,63208,30360,217570,1093,92.0
359,"Sumter, South Carolina",39982,34.9,41907,24411,153830,773,83.2
360,"Rapid City, South Dakota",74421,36.4,49602,29751,184200,826,83.3
361,"Sioux Falls, South Dakota",176888,34.8,61915,33111,193900,781,80.7
362,"Johnson City, Tennessee",66391,36.9,35700,27432,166900,733,83.6
363,"La Vergne, Tennessee",35717,32.1,65370,26160,171838,1149,88.5
364,"Cedar Hill, Texas",48710,34.3,78728,31745,185407,1393,94.5
365,"Cedar Park, Texas",75704,33.1,99461,37392,307200,1296,93.1
366,"College Station, Texas",113564,22.9,44124,24753,244000,945,89.4
367,"Copperas Cove, Texas",32706,34.1,55510,23835,118686,884,84.2
368,"Corpus Christi, Texas",325605,35.3,53605,27593,141300,970,86.7
369,"Deer Park, Texas",33891,35.5,84439,35251,186399,1166,92.9
370,"Del Rio, Texas",36006,32.7,40611,18360,124391,685,79.6
371,"El Paso, Texas",683577,33.4,44754,21908,127700,832,82.6
372,"Flower Mound, Texas",76681,41.6,133521,52804,366600,1750,96.4
373,"Fort Worth, Texas",874168,32.9,60205,28174,169400,994,94.3
374,"Grand Prairie, Texas",193837,33.6,67099,26132,164000,1056,93.5
375,"Haltom City, Texas",44417,32.9,54683,24564,131139,950,94.2
376,"La Porte, Texas",35371,38.1,76834,30546,166354,1118,92.7
377,"League City, Texas",104903,33.6,98593,40577,253400,1286,93.3
378,"Missouri City, Texas",74497,39.3,76572,35502,195500,1489,94.1
379,"New Braunfels, Texas",79152,34.9,58814,30478,219100,1126,88.7
380,"North Richland Hills, Texas",70441,41.7,67307,34463,199600,1176,95.4
381,"Port Arthur, Texas",55498,33.7,36327,20718,65644,764,81.2
382,"Round Rock, Texas",123678,33.7,79444,32195,267500,1210,92.9
383,"San Angelo, Texas",100119,34.0,46100,25901,134600,815,84.0
384,"San Antonio, Texas",1511946,33.6,50044,24625,148200,926,87.2
385,"San Juan, Texas",36981,29.9,33887,13203,76928,611,80.8
386,"San Marcos, Texas",63071,24.4,37657,19976,152651,996,92.9
387,"Sugar Land, Texas",88485,41.3,110798,52697,332900,1667,95.5
388,"Texas City, Texas",48558,37.3,59765,27887,158265,904,92.3
389,"The Colony, Texas",42721,34.9,94983,33465,211444,1364,94.6
390,"Wichita Falls, Texas",104747,32.8,42959,22485,101900,758,82.7
391,"Cottonwood Heights, Utah",33996,36.6,92808,41845,372457,1211,91.7
392,"Pleasant Grove, Utah",38845,26.4,79947,23881,313222,1160,87.5
393,"St. George, Utah",84405,38.1,54210,27217,289500,943,88.7
394,"Salt Lake City, Utah",200544,31.2,58688,33065,307900,946,92.9
395,"South Jordan, Utah",70954,34.0,103534,37883,385600,1391,92.0
396,"Spanish Fork, Utah",39443,25.7,74829,23660,267451,1107,87.1
397,"West Valley City, Utah",136170,31.0,65143,23237,219800,1041,90.9
398,"Newport News, Virginia",179388,33.4,49716,26539,192500,995,96.3
399,"Virginia Beach, Virginia",450435,36.2,72586,36608,282300,1321,97.3
400,"University Place, Washington",33401,37.3,70365,36822,375426,1133,113.8
401,"Charleston, West Virginia",47929,41.9,42501,33932,150394,660,85.8
402,"Huntington, West Virginia",47079,34.8,27534,24109,125884,667,84.5
403,"Parkersburg, West Virginia",30096,42.6,35772,23474,111953,679,91.8
404,"Eau Claire, Wisconsin",68587,31.5,52355,27780,149100,781,90.5
405,"Fond du Lac, Wisconsin",42809,37.9,51143,27379,123696,738,90.8
406,"Green Bay, Wisconsin",105116,37.1,47794,26687,138600,692,91.6
407,"La Crosse, Wisconsin",51834,29.2,44511,24488,141461,766,99.2
408,"Menomonee Falls, Wisconsin",37443,43.9,78121,41541,250079,1031,98.6
409,"New Berlin, Wisconsin",39740,47.6,79144,44107,256881,1161,99.1
410,"Oak Creek, Wisconsin",36354,38.3,71747,37083,223749,1009,98.2
411,"West Allis, Wisconsin",59934,38.4,48491,27822,146032,795,97.6
412,"West Bend, Wisconsin",31596,39.0,57826,31569,174860,831,97.4
413,"Queen Creek, Arizona",39184,32.6,87388,30937,378232,1394,95.8
414,"San Luis, Arizona",32446,28.4,33396,7870,118533,655,88.1
415,"Paso Robles, California",42751,35.8,71600,33104,456419,642,114.7
416,"Los Altos, California",30743,46.0,208309,105984,2341612,3296,170.2
417,"Los Gatos, California",30724,46.0,147924,82160,1728928,2406,167.9
418,"San Carlos, California",30499,42.5,168378,83629,1469842,2339,170.3
419,"San Pablo, California",31156,34.1,51152,19718,332525,1336,145.3
420,"Cooper City, Florida",35732,39.8,102482,37463,390796,1915,115.5
421,"Dania Beach, Florida",21477,39.9,46526,28356,232804,679,121.6
422,"Miami Lakes, Florida",31087,39.0,84888,40570,410517,1584,110.7
423,"Winter Park, Florida",30879,44.2,64026,53882,437017,1155,95.0
424,"Post Falls, Idaho",33290,34.2,54523,25301,215602,1018,93.3
425,"Crown Point, Indiana",29625,42.3,69519,33919,190000,948,95.9
426,"West Lafayette, Indiana",46269,21.8,33575,25830,197012,842,90.1
427,"Dover, New Hampshire",31398,35.7,69582,37973,286495,1135,134.5
428,"Rochester, New Hampshire",30797,40.8,64385,30527,196046,1030,132.3
429,"Princeton, New Jersey",31822,32.7,94183,41326,692967,1550,119.6
430,"Cornelius, North Carolina",29191,40.7,91329,53382,320323,1258,93.6
431,"Fuquay-Varina, North Carolina",27906,35.2,78924,30089,243303,1152,94.1
432,"Garner, North Carolina",28858,37.5,63888,30148,184624,1066,93.7
433,"Holly Springs, North Carolina",35223,34.8,106494,37514,291193,1302,94.4
434,"Sanford, North Carolina",29313,35.2,47612,22879,146105,726,80.5
435,"Aiken, South Carolina",30721,47.4,56833,32841,186416,862,90.3
436,"Greer, South Carolina",30899,34.3,54014,28264,170191,848,85.7
437,"Myrtle Beach, South Carolina",32795,43.7,38339,28245,188902,880,90.7
438,"Mount Juliet, Tennessee",34726,35.5,84779,33257,273491,1301,89.7
439,"Spring Hill, Tennessee",39602,32.1,95142,33177,287373,1486,87.8
440,"Harker Heights, Texas",31075,33.3,61125,28835,188229,848,84.8
441,"Little Elm, Texas",46548,33.4,74529,26830,211665,1611,95.7
442,"American Fork, Utah",29527,27.7,79823,25484,293439,1193,87.4
443,"Eagle Mountain, Utah",32204,20.5,80049,25558,298482,1546,88.9
444,"Saratoga Springs, Utah",29608,20.3,95581,31758,349296,1582,88.8
445,"Des Moines, Washington",31238,40.4,65256,33492,366857,1330,117.4
446,"Lake Stevens, Washington",32785,33.8,87338,34138,357033,1557,115.5
447,"Morgantown, West Virginia",30547,24.8,36709,26155,240343,773,89.6
448,"Alabaster, Alabama",33202,37.8,73347,29351,174361,985,87.3
449,"Auburn, Alabama",63973,24.7,47418,27675,241613,833,85.2
450,"Birmingham, Alabama",210710,35.8,33553,22914,87800,790,86.7
451,"Decatur, Alabama",54405,39.4,44115,25970,145677,619,81.7
452,"Dothan, Alabama",68202,37.3,44280,26673,156800,712,81.0
453,"Florence, Alabama",39852,36.6,38234,23501,144572,630,81.9
454,"Gadsden, Alabama",35409,40.7,30566,20216,75412,580,80.4
455,"Hoover, Alabama",84920,41.0,84054,45047,283500,1075,88.7
456,"Huntsville, Alabama",194585,37.3,50704,33656,170900,777,83.4
457,"Madison, Alabama",48861,38.5,93692,44135,251826,891,83.2
458,"Mobile, Alabama",190265,37.3,40316,26870,124800,797,83.8
459,"Montgomery, Alabama",199518,36.0,42419,24612,119500,827,84.7
460,"Prattville, Alabama",35498,37.3,61269,30502,168897,994,85.8
461,"Tuscaloosa, Alabama",100287,28.6,47243,24601,170500,826,86.2
462,"Anchorage, Alaska",294356,34.0,79166,37992,320000,1291,103.4
463,"Fairbanks, Alaska",31644,27.7,63456,32068,235660,1246,104.4
464,"Juneau, Alaska",32094,38.5,88028,40352,356183,1212,91.6
465,"Avondale, Arizona",84025,31.4,55468,23029,207300,1126,94.6
466,"Buckeye, Arizona",68453,33.5,74970,23579,216400,1241,94.1
467,"Chandler, Arizona",253458,37.3,76860,37148,292800,1254,95.5
468,"Flagstaff, Arizona",71975,26.5,56059,25711,344600,1300,99.6
469,"Gilbert, Arizona",242354,34.4,84699,35777,320000,1384,95.6
470,"Glendale, Arizona",246709,32.4,53753,25672,220600,974,94.7
471,"Goodyear, Arizona",79858,38.5,87481,35638,298900,1359,95.3
472,"Marana, Arizona",44792,38.3,73966,32454,227075,1296,91.2
473,"Maricopa, Arizona",48007,36.0,45087,13304,178014,1308,94.6
474,"Mesa, Arizona",496401,35.6,55014,27808,224700,1003,95.2
475,"Peoria, Arizona",168181,41.0,72142,34703,255800,1155,94.9
476,"Phoenix, Arizona",1626078,33.8,56696,27999,231000,1013,95.2
477,"Prescott, Arizona",42731,57.8,50822,32411,338010,902,94.5
478,"Scottsdale, Arizona",249950,46.0,88407,58773,473300,1315,98.6
479,"Surprise, Arizona",134085,44.3,65898,32319,231900,1268,95.1
480,"Tempe, Arizona",185038,29.9,51986,28808,266900,1182,97.0
481,"Tucson, Arizona",535677,34.1,41613,22511,150400,817,89.2
482,"Yuma, Arizona",95502,32.2,50195,23440,143400,904,88.6
483,"Benton, Arkansas",35789,36.3,54408,29864,146677,787,84.3
484,"Bentonville, Arkansas",49298,33.0,82461,41370,225680,921,82.9
485,"Conway, Arkansas",65782,28.5,43182,25759,178800,778,85.2
486,"Fayetteville, Arkansas",85257,26.6,42365,26347,218300,732,83.5
487,"Jonesboro, Arkansas",75866,33.5,49563,27211,153000,765,81.2
488,"Rogers, Arkansas",66430,32.2,60527,31926,171600,877,82.8
489,"Springdale, Arkansas",79599,32.6,51152,22792,144400,718,82.4
490,"Adelanto, California",34066,27.9,36413,12200,176704,1099,80.6
491,"Alameda, California",79177,38.9,89979,46715,891700,1790,157.7
492,"Alhambra, California",85396,42.5,61724,31680,597200,1350,146.9
493,"Anaheim, California",352497,34.3,70395,26538,577500,1578,88.2
494,"Antioch, California",111674,36.2,70696,28472,408100,1708,142.1
495,"Arcadia, California",58799,44.6,96596,44212,1180725,1570,149.7
496,"Azusa, California",49864,29.8,61504,21062,436360,1395,137.8
497,"Bakersfield, California",380874,31.3,57105,24170,239700,1082,92.2
498,"Beaumont, California",46967,35.6,75361,28368,318762,1300,80.7
499,"Bell, California",36217,30.5,42282,14189,417956,1076,139.2
500,"Bellflower, California",77772,35.8,60233,24962,471800,1371,139.6
501,"Berkeley, California",122324,30.0,86497,46490,993500,1627,162.2
502,"Brea, California",42777,38.3,95026,42655,668670,1791,87.6
503,"Brentwood, California",62433,39.3,104489,38909,593479,2249,143.9
504,"Burbank, California",104834,38.9,71558,39698,723000,1635,147.0
505,"Calexico, California",40351,32.4,40080,16109,218891,882,94.3
506,"Camarillo, California",67845,44.0,101310,50613,622100,1962,92.8
507,"Campbell, California",41544,39.2,120972,57855,1035694,2192,159.9
508,"Carlsbad, California",115330,45.4,101646,56821,809700,1998,139.8
509,"Carson, California",92735,39.1,66784,25063,467600,1314,136.9
510,"Ceres, California",48697,30.5,56062,20421,257739,1170,97.9
511,"Cerritos, California",51020,46.3,105426,39997,758257,2349,141.7
512,"Chico, California",93293,30.8,50544,29109,332300,983,97.4
513,"Chino, California",89797,37.8,72396,21769,465000,1626,83.0
514,"Claremont, California",36015,40.2,103263,44480,719192,1553,136.7
515,"Clovis, California",109691,34.8,78146,32085,319100,1164,95.5
516,"Coachella, California",45443,29.2,36070,15226,212894,941,115.8
517,"Colton, California",54828,30.9,49955,19708,247223,1126,81.4
518,"Compton, California",97612,30.7,50637,16302,346300,1193,136.1
519,"Concord, California",129783,39.3,89118,36691,572800,1750,147.0
520,"Corona, California",167836,33.0,83345,30584,470300,1540,82.2
521,"Covina, California",48462,36.9,72779,28813,523751,1421,137.9
522,"Cupertino, California",60777,41.2,171091,67804,1607281,3225,168.4
523,"Cypress, California",49064,42.1,95164,37305,631223,1847,87.6
524,"Danville, California",44786,45.5,164688,77703,1201223,2584,152.3
525,"Davis, California",68986,25.1,72800,42237,649700,1515,107.5
526,"Delano, California",53138,30.3,37968,12037,181202,839,91.9
527,"Downey, California",113092,34.7,72178,28310,556600,1372,138.8
528,"Dublin, California",60939,37.0,154993,58906,910585,2654,149.1
529,"Encinitas, California",63184,43.4,112108,63126,1002608,2001,143.9
530,"Escondido, California",151969,34.2,62210,27037,442800,1438,136.5
531,"Fairfield, California",116266,34.7,81231,35322,415700,1611,136.7
532,"Folsom, California",78038,41.3,116592,46757,521600,1667,102.0
533,"Fontana, California",211815,29.3,67067,22610,373600,1269,82.0
534,"Fremont, California",234962,37.4,127235,49740,927500,2280,154.7
535,"Fresno, California",527438,31.5,48600,22870,234500,954,95.5
536,"Fullerton, California",140392,36.4,77385,33734,672300,1609,88.7
537,"Gardena, California",60224,41.3,54130,25958,483261,1269,142.2
538,"Gilroy, California",57664,34.2,96714,35190,683633,1836,148.8
539,"Glendale, California",203054,43.9,58861,33904,790300,1549,151.0
540,"Glendora, California",52445,42.1,92096,38970,613991,1610,137.7
541,"Hanford, California",56499,33.6,64017,25560,233330,899,92.2
542,"Hawthorne, California",87854,33.2,50063,23980,601400,1183,146.0
543,"Hayward, California",160500,34.9,89925,32021,595500,1795,149.7
544,"Hemet, California",85160,39.7,39801,19624,194900,1074,81.0
545,"Hesperia, California",94859,31.7,55418,18672,238600,1150,80.6
546,"Highland, California",55342,32.9,58278,24189,336274,1048,81.6
547,"Hollister, California",38404,33.0,83194,27374,477807,1425,104.9
548,"Indio, California",88484,43.5,45278,26930,277400,977,118.5
549,"Inglewood, California",110598,36.5,51456,23337,528300,1260,143.7
550,"Irvine, California",277453,34.1,104185,45294,822100,2262,89.3
551,"Lakewood, California",80967,38.6,83485,31634,583200,1829,140.5
552,"Lancaster, California",160316,34.1,52878,20960,262400,1193,128.7
553,"Lawndale, California",33078,35.6,58451,23189,495847,1439,143.7
554,"Lincoln, California",47674,43.6,78882,36368,441880,1796,103.5
555,"Livermore, California",90295,39.5,118406,56203,745600,1868,146.5
556,"Lodi, California",65884,32.4,51902,26659,326800,1074,100.4
557,"Lompoc, California",43542,32.5,51298,22754,299845,1144,110.1
558,"Lynwood, California",71099,30.1,48812,15075,412500,1196,139.1
559,"Madera, California",65508,28.4,42144,15320,210800,939,94.8
560,"Manteca, California",79268,36.5,71324,27296,374800,1330,100.0
561,"Martinez, California",38373,44.2,105736,47938,621517,1741,140.7
562,"Menifee, California",90595,39.1,63944,27186,352700,1448,80.7
563,"Merced, California",83081,30.7,40573,19659,222700,1032,94.4
564,"Milpitas, California",78106,34.9,127984,44599,854100,2422,156.5
565,"Modesto, California",214221,35.8,56493,25911,279600,1148,97.8
566,"Monrovia, California",37061,40.1,76042,37505,719549,1457,143.6
567,"Montclair, California",39276,33.2,57287,19597,354574,1280,82.9
568,"Montebello, California",63192,37.4,53603,23467,524226,1284,142.5
569,"Moorpark, California",36802,38.4,103248,42766,674719,1935,92.9
570,"Murrieta, California",113326,34.9,82249,32738,417000,1725,81.7
571,"Napa, California",79774,38.5,82361,39960,633200,1763,149.5
572,"Newark, California",47531,38.0,108733,39002,730586,2158,151.8
573,"Norwalk, California",106084,36.5,74730,24318,441000,1527,137.1
574,"Novato, California",55980,45.6,97708,52762,755925,2094,160.4
575,"Oakland, California",425195,36.7,70577,40262,686700,1394,156.1
576,"Oakley, California",41714,34.7,96348,31996,437792,1600,139.5
577,"Oceanside, California",176193,39.0,71609,34468,514600,1755,137.5
578,"Ontario, California",175841,33.2,60086,22807,369700,1449,82.8
579,"Orange, California",140560,35.2,91092,37713,656300,1689,87.7
580,"Oxnard, California",210037,32.6,68994,24052,458400,1530,92.7
581,"Pacifica, California",39087,42.5,118079,51900,877427,2415,164.3
582,"Palmdale, California",157519,31.3,60518,21198,274100,1298,129.1
583,"Paramount, California",54909,31.3,52273,17472,361437,1332,137.6
584,"Pasadena, California",142647,37.4,76972,44305,802500,1611,147.1
585,"Perris, California",77879,27.4,62340,16931,283300,1366,81.0
586,"Petaluma, California",60870,42.2,95176,43619,681777,1839,145.7
587,"Pittsburg, California",72141,33.7,65497,28299,387700,1602,138.2
588,"Placentia, California",52157,37.5,93222,35848,641406,1753,87.5
589,"Pleasanton, California",83007,43.7,152123,74447,997500,2346,148.9
590,"Pomona, California",152939,33.9,58837,20845,405000,1259,135.8
591,"Porterville, California",59145,30.3,41150,17632,184913,898,88.5
592,"Poway, California",50041,40.5,110484,45363,721464,1619,136.7
593,"Redding, California",91794,37.9,50320,30148,260000,1039,95.5
594,"Redlands, California",71554,39.1,65053,35203,383800,1209,82.0
595,"Rialto, California",103562,31.7,57065,19235,307900,1227,81.9
596,"Richmond, California",110040,35.1,67102,29771,495400,1460,148.2
597,"Riverside, California",327728,30.9,66928,24733,368600,1352,82.0
598,"Rocklin, California",64838,38.2,92269,39641,477920,1590,102.1
599,"Rosemead, California",54554,42.2,53349,20046,581457,1307,147.6
600,"Roseville, California",135329,39.3,80426,38110,441100,1582,102.6
601,"Sacramento, California",501901,35.2,56943,31207,335900,1215,102.4
602,"Salinas, California",157596,31.4,60370,20543,431500,1388,108.4
603,"Santee, California",58113,38.7,87912,34604,461830,1735,135.4
604,"Seaside, California",34150,31.5,64968,23528,485066,1527,110.9
605,"Stanton, California",38528,34.9,53300,20983,371179,1429,87.4
606,"Stockton, California",310496,32.9,51336,22831,282000,1059,98.7
607,"Sunnyvale, California",153656,36.1,134234,60604,1220900,2390,164.2
608,"Temecula, California",114327,34.9,89173,35708,457300,1868,82.1
609,"Torrance, California",146758,42.9,88860,42098,760300,1672,143.6
610,"Tracy, California",90889,34.4,89936,31441,456100,1726,100.7
611,"Tulare, California",63855,29.4,51126,20066,201239,1012,88.3
612,"Turlock, California",73556,34.5,59836,28082,305100,1121,98.5
613,"Tustin, California",80498,35.9,81285,39627,668500,1883,88.5
614,"Upland, California",76999,38.1,70760,33146,495700,1382,83.2
615,"Vacaville, California",100032,39.7,80425,32415,426400,1586,137.6
616,"Vallejo, California",122105,36.5,65493,29827,373100,1404,137.3
617,"Victorville, California",122441,33.3,50997,20086,221500,1151,80.5
618,"Visalia, California",133010,31.2,64482,27346,233900,967,87.8
619,"Vista, California",101568,34.4,68130,26993,478000,1605,138.1
620,"Watsonville, California",54098,30.1,55776,20644,467302,1434,157.7
621,"Westminster, California",91564,42.0,57938,27231,600100,1601,89.7
